Name	Actor	Genre	Directors	Maturity	Story-line	Popularity	Distributed_by	Production_Company,Name,Production_Company,Distributed_by,Popularity,Story-line,Actor,Maturity,Genre,Directors
80148535,The Dark Crystal: Age of Resistance,Netflix,,,"In this prequel to the fantasy classic, three young Gelflings inspire a rebellion against the cruel emperor when they discover a horrifying secret.",,,"Series, Kids’ Programmes",
80187306,RUSSELL BRAND: RE:BIRTH,,,,Russell Brand gets loquacious in London as he ruminates on the state of the world and marvels over how his life changed the moment he became a father.,Russell Brand,16+ ,"Stand-up & Chat Shows, Comedies, Stand-up Comedy",
80244340,Kid Cosmic,,,,"In this animated series from the creator of ""The Powerpuff Girls,"" an odd, imaginative boy acquires superpowers after finding five cosmic rings.",,,"Series, Kids’ Programmes",
80216124,The Fix,,,,"Comedians Jimmy Carr, D.L. Hughley and Katherine Ryan tackle the world's woes with help from a rotating crew of funny guests and an actual expert.","D.L. Hughley, Katherine Ryan",16+ ,"Series, American Programmes, Comedy Programmes",
80239639,Sierra Burgess Is a Loser,Black Label Media,Netflix,"Shannon Purser (Barb from ""Stranger Things"") leads a cast that includes Lea Thompson, Chrissy Metz and Noah Centineo.",A wrong-number text sparks a virtual romance between a smart but unpopular teen and a sweet jock who thinks he's talking to a gorgeous cheerleader.,"Shannon Purser, Kristine Froseth, RJ Cyler",13+ ,"Hollywood Films, Teen Films, Teen Romance, Comedies, Romantic Comedies, Romantic Films",Ian Samuels
80143556,The Kissing Booth,"
Komixx Entertainment
Netflix
",Netflix,"'80s icon Molly Ringwald co-stars in this romance based on Beth Reekles's best-selling novel, released when she was 15.","When teenager Elle's first kiss leads to a forbidden romance with the hottest boy in high school, she risks her relationship with her best friend.","Joey King, Joel Courtney, Jacob Elordi",13+ ,"Hollywood Films, Teen Films, Teen Romance, Comedies, Romantic Comedies, Romantic Films, Romantic Films based on a book",Vince Marcello
80125979,#realityhigh,,,,"When nerdy high schooler Dani finally attracts the interest of her longtime crush, she lands in the cross hairs of his ex, a social media celebrity.","Nesta Cooper, Kate Walsh, John Michael Higgins",16+ ,"Hollywood Films, Teen Films, Comedies",Fernando Lebrija
80179905,Insatiable,,,Debby Ryan takes a dark turn as a vengeful teenager in this comedy also starring Alyssa Milano.,"A bullied teenager turns to beauty pageants as a way to exact her revenge, with the help of a disgraced coach who soon realizes he's in over his head.","Dallas Roberts, Debby Ryan, Alyssa Milano",16+ ,"Series, American Programmes, Teen Programmes, Drama Programmes, Comedy Programmes",
80184100,Set It Up,Treehouse Pictures,Netflix,"Lucy Liu plays a tough-as-nails sports reporter opposite Taye Diggs, Glen Powell and rising star Zoey Deutch.","In desperate need of a break from the office, two beleaguered assistants team up to trick their workaholic bosses into falling in love.","Zoey Deutch, Glen Powell, Lucy Liu",16+ ,"Hollywood Films, Critically-acclaimed Films, Comedies, Romantic Comedies, Romantic Films, Romantic Favourites",Claire Scanlon
80168189,Alex Strangelove,"
Mighty Engine
Red Hour Films
STXfilms
",Netflix,,High school senior Alex Truelove's plan to lose his virginity to lovable girlfriend Claire goes awry when he meets the equally lovable Elliot.,"Daniel Doheny, Madeline Weinstein, Antonio Marziale",16+ ,"Teen Films, Teen Romance, Comedies, Romantic Comedies, Dramas, Independent Dramas, Romantic Dramas, Independent Films, Independent Comedies, Romantic Independent Films, Romantic Films",Craig Johnson
80166467,Ellen DeGeneres: Relatable,,,"Ellen's “The Ellen DeGeneres Show"" is a 10-time Daytime Emmy winner for Outstanding Talk Show/Talk Show Entertainment.",Ellen DeGeneres's new stand-up special coming 2018.,Ellen DeGeneres,13+ ,"Stand-up & Chat Shows, Comedies, Stand-up Comedy","Joel Gallen, Tig Notaro"
81018682,Jacob and the Sea Beast,,,,"In his mission to stop a tyrannical captain and save a kidnapped infant, charming seafarer Jacob finds an unlikely ally in a sea monster.",,,"Animation, Adult Animation, Series, American Programmes, Action & Adventure Programmes, Sci-Fi & Fantasy Programmes",
81029150,Bulbul,,,,"A man returns home after years to find his brother’s child bride now grown up and abandoned, and his ancestral village plagued by mysterious deaths.",,,"Hindi-Language Films, Horror Films",
80183164,The Stand Off,,,,"In 1969, L.A.'s newly formed SWAT team attempts to raid the Black Panther Party headquarters, resulting in an intense face-off that lasts for hours.",,,"International Films, Action & Adventure, Action Thrillers",
80237347,Go!Go! Cory Carson,,,,Join kid car Cory Carson on his adventures around the winding roads of childhood in Bumperton Hills! Based on the hit toy line Go! Go! Smart Wheels.,,,"Animation, Series, Kids’ Programmes, Little Kids TV, Little Kids, TV Cartoons",
80220816,Jinn,,,,"When a girl accidentally releases a jinn in the form of a teenage boy, they learn they've also unleashed an ancient darkness that threatens the world.",,,"Series, Horror Programmes",
80204890,Untitled Formula 1 Project,,,,"The speed, the pressure, the competition. Experience the world of Formula 1's drivers and owners, from the cockpit to the management office.",,,"Series, Reality, Variety & Talk Shows, American Programmes",
80218108,Wizards: Tales of Arcadia,,,,"The trolls, aliens and wizards living in Arcadia face off in an apocalyptic battle for control of their magical world. Created by Guillermo del Toro.",,,"Series, Kids’ Programmes",
80217664,Huck,,,,"Huck uses his special gifts to do good deeds, but when his secret is revealed, he winds up on a life-changing adventure. Based on Mark Millar's comics.",,,"International Films, Action & Adventure, Sci-Fi & Fantasy, Action Sci-Fi & Fantasy",
80225085,The Fast and the Furious Animated Show,,,,Adventures abound as a group of teenagers infiltrates an elite racing league controlled by a nefarious organization bent on world domination.,,,"Animation, Series, Kids’ Programmes, TV Cartoons",
80222951,Leila,,,,"In the forgotten margins of the segregated communities of a dystopian future, a woman searches for the daughter she lost upon her arrest years ago.",,,"Series, Hindi-Language TV Programmes, Indian Programmes, Drama Programmes",
80992228,Kengan Ashura,,,,Underground gladiator Tokita Ohma fights on behalf of business mogul Nogi Hideki who wagers mega-business deals on the outcome of these brutal matches.,,,"Anime, Anime Series, Series, Japanese Programmes",
80219707,Dead to Me,,,,A powerful friendship blossoms between a tightly wound widow and a free spirit with a shocking secret in this darkly comic series.,,,"Series, American Programmes, Comedy Programmes",
80153467,Unbelievable,,,,"After a teen reports being raped, then recants her story, two female detectives follow evidence that could reveal the truth. Based on a true story.",,,"Series, American Programmes, Drama Programmes",
80207046,Sunderland 'Til I Die,,,,This docuseries follows English soccer club Sunderland through the 2017-18 season as they try to bounce back after relegation from the Premier League.,,16+ ,"Series, Documentary Programmes, British Programmes, Documentaries, Sports Documentaries, Social & Cultural Documentaries",
80996957,Back Street Girls -GOKUDOLS-,,,,"To pay for an epic blunder, three yakuza brothers are forced to alter their bodies, form a girl group and break into the underground J-Pop idol scene.","Daisuke Ono, Satoshi Hino, Kazuyuki Okitsu",16+ ,"Anime, Anime based on Comics, Anime Comedies, Anime Series, Series, Japanese Programmes, TV Programmes based on Comics",
80199393,Cursed,,,,"In this fresh take on the Arthurian legend, teenager Nimue joins forces with mercenary Arthur on a quest to find Merlin and deliver an ancient sword.",,,"Series, American Programmes, Sci-Fi & Fantasy Programmes",
81003741,The American Meme,Bert Marcus Productions,Netflix,,"Social media stars Paris Hilton, Josh Ostrovsky, Brittany Furlan and Kirill Bichutsky hustle to build online empires -- and face the pitfalls of fame.","Paris Hilton, Josh Ostrovsky, Brittany Furlan",16+ ,"Documentaries, Social & Cultural Documentaries",Bert Marcus
81019894,Nailed It! Holiday!,,,Nicole Byer and Jacques Torres return with a shiny new slate of guest judges to see how ho-ho-horrible things can get.,"It's the ""Nailed It!"" holiday special you've been waiting for, with missing ingredients, impossible asks and desserts that look delightfully sad.",,7+ ,"Series, Reality, Variety & Talk Shows, American Programmes, Food & Travel TV",
80993591,White Lines,,,,"When her brother is discovered dead, a Manchester woman leaves her quiet life to travel to Ibiza, where she seeks the truth about his disappearance.",,,"Series, American Programmes, Drama Programmes",
80244780,Black Moon,,,,"In 17th century Italy, a teenage midwife accused of witchcraft must choose between a star-crossed love and fulfilling her powerful destiny.",,,"Series, Italian TV Programmes, Drama Programmes",
80198137,Tuca & Bertie,Netflix,,,Two bird women -- a carefree toucan and an anxious songbird -- live in the same apartment building and share their lives in this animated comedy.,,,"Series, American Programmes, Action & Adventure Programmes, Comedy Programmes",
81002003,Pacific Rim,,,,"As monsters emerge from the sea to attack Earth, humanity fights back using giant robot warriors in this anime adaptation of the blockbuster film.",,,"Anime, Anime Series, Series, American Programmes",
80999643,Bad Seeds,,,,"Troubled by his past, a scam artist who runs a petty racket with his adoptive mom finds redemption while mentoring a group of difficult students.","Kheiron, Catherine Deneuve, André Dussollier",16+ ,"International Films, French Films, Comedies, Dramas",Kheiron
80189685,The Witcher,,,,"The witcher Geralt, a mutated monster hunter, struggles to find his place in a world where people often prove more wicked than beasts.",Henry Cavill,,"Series, Polish TV Shows, TV Programmes based on Books, Action & Adventure Programmes, Sci-Fi & Fantasy Programmes",
80196883,Rilakkuma and Kaoru,,,,"Kaoru's unexpected new roommate is Rilakkuma, a bear with a zipper on its back that spends each day just lazing around -- but is impossible to hate.",,7+ ,"Adult Animation, Anime, Anime Dramas, Anime Series, Series, Japanese Programmes",
81020161,Pulang,,,"Primeworks Studios CEO Ahmad Izham Omar's dad searched for and found his own seafaring father in 1966, inspiring this film.","Thom tells her grandson about his grandfather, a sailor who left 61 years ago to seek his fortune, and asks him to find out what happened to her spouse.","Puteri Aishah, Remy Ishak, Alvin Wong",13+ ,"International Films, Action & Adventure, Dramas, Biographical Dramas, Romantic Dramas, Romantic Films",Kabir Bhatia
80196044,The Crew,,,"French hip-hop artist Kaaris co-stars as a menacing local crime lord in this stylish, action-packed drama.","After an unexpected misstep, a crew of skilled Parisian robbers find themselves forced to carry out a daring heist for a powerful crime organization.","Sami Bouajila, Guillaume Gouix, Youssef Hajdi",16+ ,"International Films, French Films, Crime Films, Heist Films, Action & Adventure, Action Thrillers, Crime Action & Adventure",Julien Leclercq
80148162,The Night Comes for Us,"
XYZ Films
Screenplay Infinite Films
",Netflix,,"After sparing a girl's life during a massacre, an elite Triad assassin is targeted by an onslaught of murderous gangsters.","Joe Taslim, Iko Uwais, Asha Kenyeri Bermudez",18+ ,"Critically-acclaimed Films, International Films, Crime Films, Gangster Films, Action & Adventure, Action Thrillers, Crime Action & Adventure, Martial Arts Films",Timo Tjahjanto
80177400,Cam,,,,"After a look-alike takes over her account, a cam girl with a growing fan base sets out to identify the mysterious culprit and reclaim her own identity.","Madeline Brewer, Patch Darragh, Melora Walters",16+ ,"Critically-acclaimed Films, Thrillers, Independent Thrillers, Psychological Thrillers, Independent Films",Daniel Goldhaber
80198478,Calibre,,,,Two lifelong friends on a hunting trip in Scotland find their nerves -- and their morals -- ruthlessly tested after a harrowing turn of events.,"Jack Lowden, Martin McCann, Tony Curran",16+ ,"Critically-acclaimed Films, British Films, Crime Films, Crime Dramas, Dramas, Thrillers, Crime Thrillers, Psychological Thrillers",Matt Palmer
80191047,ReMastered: Who Shot the Sheriff,,,This documentary includes interviews with reggae legend Jimmy Cliff and former Jamaican prime minister Edward Seaga.,"In 1976, reggae icon Bob Marley survived an assassination attempt as rival political groups battled in Jamaica. But who exactly was responsible?",,16+ ,"Music & Musicals, Music & Concert Documentaries, Documentaries, Social & Cultural Documentaries, Political Documentaries",Kief Davidson
80214890,Thelma,,,,A devout college student struggles to understand the connection between her feelings for a female classmate and her seemingly supernatural powers.,"Eili Harboe, Kaya Wilkins, Henrik Rafaelsen",16+ ,"Critically-acclaimed Films, International Films, Norwegian Films, Dramas",Joachim Trier
80191372,A Prayer Before Dawn,,,,"Old habits land boxer Billy Moore in a notorious Thai prison, where he must earn his freedom by fighting Muay Thai tournaments. Based on real events.","Joe Cole, Vithaya Pansringarm, Panya Yimmumphai",16+ ,"International Films, French Films, Action & Adventure, Dramas, Biographical Dramas, Dramas based on a book, Dramas based on real life, Sports Dramas, Sports Films",Jean-Stéphane Sauvaire
80241855,Dirty John,,,,"Season 1 of this true crime anthology focuses on John Meehan, whose romance with Debra Newell spiraled into a twisted nightmare. Based on the podcast.",,,"Series, American Programmes, Crime Programmes, Drama Programmes",
80190519,Giri / Haji,,,,"Helped by a young Japanese-British hustler, a Tokyo sleuth searches London for his brother, who's involved with the Yakuza and wanted for murder.",,,"Series, Crime Programmes, British Programmes, Drama Programmes",
80209895,"Ram Dass, Going Home",,,,"From his home on Maui, pioneering researcher, author and spiritual teacher Ram Dass reflects on love, life and death as his own days draw to a close.",Ram Dass,13+ ,"Documentaries, Biographical Documentaries",Derek Peck
80118101,One of Us,,,"Filmmakers Heidi Ewing and Rachel Grady received an Oscar nomination for their 2006 documentary ""Jesus Camp.""","In the wake of trauma and abuse, three Hasidic Jews face ostracism, anxiety and danger as they attempt to leave their ultra-Orthodox community.",,13+ ,"Critically-acclaimed Films, Documentaries, Critically-acclaimed Documentaries","Heidi Ewing, Rachel Grady"
80158319,Evil Genius: the True Story of America's Most Diabolical Bank Heist,,,,This baffling true crime story starts with the grisly death of a pizza man who robs a bank with a bomb around his neck -- and gets weirder from there.,,16+ ,"Series, Documentary Programmes, American Programmes, Crime Programmes, Mystery Programmes, Crime Documentaries, Documentaries, True Crime Documentaries",
80124522,Maniac,,,"Starring Jonah Hill and Emma Stone. From Cary Fukunaga (""True Detective"") and Patrick Somerville (""The Leftovers"").",Two struggling strangers connect during a mind-bending pharmaceutical trial involving a doctor with mother issues and an emotionally complex computer.,"Emma Stone, Jonah Hill, Justin Theroux",16+ ,"Series, American Programmes, Drama Programmes, Comedy Programmes",
80000770,Making a Murderer,Netflix,,"Season 1 of the provoking documentary series won four Emmys, including Outstanding Documentary or Nonfiction Series.","Filmed over 13 years, this real-life thriller follows the unprecedented story of two men accused of a grisly crime they may not have committed.",,16+ ,"Series, Award-winning TV Programmes, Documentary Programmes, American Programmes, Crime Programmes, Crime Documentaries, Documentaries, Critically-acclaimed Documentaries, True Crime Documentaries, Social & Cultural Documentaries",
80217889,Follow This,Netflix,,,Follow the reporters at BuzzFeed as they probe topics ranging from quirky internet crazes to safe injection spaces for opioid users.,"John Stanton, Scaachi Koul, Azeen Ghorayshi",16+ ,"Series, Documentary Programmes, American Programmes, Documentaries, Social & Cultural Documentaries",
80233441,The Staircase,"
Canal+ (episodes 1–10)
Netflix (episodes 11–13)
",,Director Jean-Xavier de Lestrade returns with three all-new episodes of the Peabody Award-winning series.,"Accident or murder? After the mysterious death of his wife, author Michael Peterson watches his life go under the microscope.",,16+ ,"Series, Award-winning TV Programmes, Documentary Programmes, American Programmes, Crime Programmes, Mystery Programmes, Crime Documentaries, Documentaries, Critically-acclaimed Documentaries, True Crime Documentaries, Social & Cultural Documentaries",
80118100,Dirty Money,,,"Created by Oscar-winning filmmaker Alex Gibney, known for his documentaries on Enron, Wikileaks, Scientology and more.","From crippling payday loans to cars that cheat emissions tests, this investigative series exposes brazen acts of corporate greed and corruption.",,16+ ,"Series, Documentary Programmes, American Programmes, Crime Programmes, Crime Documentaries, Documentaries, Social & Cultural Documentaries",
80209608,"Jim & Andy: The Great Beyond - Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",VICE Films,Netflix,"This in-depth look at Carrey's Golden Globe-winning portrayal of Kaufman in ""Man on the Moon"" earned an Emmy nomination.","Through the lens of his stunningly immersive performance as Andy Kaufman, Jim Carrey ponders the meaning of life, reality, identity and career.",Jim Carrey,16+ ,"Critically-acclaimed Films, Documentaries, Critically-acclaimed Documentaries, Biographical Documentaries",Chris Smith
80206395,Trump: An American Dream,,,,"Friends, associates and critics reveal the truly American story of Donald Trump, the brash businessman who defied the odds to become U.S. president.",Donald Trump,13+ ,"Series, Documentary Programmes, American Programmes, Documentaries, Biographical Documentaries, Social & Cultural Documentaries, Political Documentaries",
80214236,Over the Moon,,,,"In this animated musical, a girl builds a rocket ship and blasts off, hoping to meet a mythical moon goddess. Legendary animator Glen Keane directs.",,,"Animation, Music & Musicals, Kids' Music, Children & Family Films",
80194950,Wine Country,,,,"When a group of longtime girlfriends goes to Napa for the weekend to celebrate their friend's 50th birthday, tensions from the past boil over.","Amy Poehler, Maya Rudolph, Ana Gasteyer",,"International Films, Comedies",Amy Poehler
80139506,Little Evil,"
Bluegrass Films
Mandalay Pictures
",Netflix,,"In this horror-comedy, a recently married man who wants to bond with his stepson begins to fear that the boy is a demon.","Adam Scott, Evangeline Lilly, Bridget Everett",16+ ,"Hollywood Films, Critically-acclaimed Films, Comedies, Dark Comedies, Spoofs & Satires, Horror Films, Horror Comedy",Eli Craig
80169617,"Game Over, Man!","
Mail Order Company
Point Grey Pictures
Scott Rudin Productions
",Netflix,"Adam DeVine, Anders Holm and Blake Anderson team up for this action-comedy that's not for the faint of heart.",Three buddies with big dreams go from underachieving slackers to badass warriors when their posh hotel is taken over by terrorists.,"Adam DeVine, Anders Holm, Blake Anderson",16+ ,"Hollywood Films, Action & Adventure, Action Comedies, Comedies",Kyle Newacheck
80142058,Naked,,,"""Scary Movie"" franchise stars Marlon Wayans and Regina Hall reunite for a rom-com with a timely twist.","Rob's madly in love and about to be married. Unfortunately, he's also naked, stuck in an elevator and caught in a time loop.","Marlon Wayans, Regina Hall, Dennis Haysbert",13+ ,"Hollywood Films, Comedies, Wacky Comedies, Romantic Comedies, Romantic Films",Michael Tiddes
80144145,The After Party,,,"This coming-of-age comedy features cameos by Wiz Khalifa, French Montana, Pusha T, DMX, DJ Khaled, Desiigner and more.",An aspiring rapper and his best friend/manager have one night to bounce back from embarrassment and make their dreams of hip-hop stardom come true.,"Kyle Harvey, Harrison Holzer, Teyana Taylor",16+ ,"Hollywood Films, Comedies",Ian Edelman
80232329,Springsteen on Broadway,,,,Bruce Springsteen shares personal stories from his life and acoustic versions of some of his best-known songs in an intimate one-man show.,Bruce Springsteen,13+ ,"Music & Musicals, Rock & Pop",Thom Zimny
80196789,Bird Box,,,Sandra Bullock stars in this gripping thriller based on the novel by Josh Malerman. Oscar winner Susanne Bier directs.,"Five years after an ominous unseen presence drives most of society to suicide, a survivor and her two children make a desperate bid to reach safety.","Sandra Bullock, Trevante Rhodes, John Malkovich",16+ ,"Hollywood Films, Dramas, Dramas based on a book, Thrillers, Psychological Thrillers, Sci-Fi Thrillers, Sci-Fi & Fantasy",Susanne Bier
80184569,The Day I Met El Chapo,,,,"Mexican superstar actress Kate del Castillo reveals the untold story of her encounter with El Chapo Guzmán, the world’s most-wanted drug lord.",Kate del Castillo,13+ ,"Series, Mexican TV Programmes, Documentary Programmes, Crime Programmes, Crime Documentaries, Documentaries, Biographical Documentaries, Social & Cultural Documentaries, Political Documentaries",
80117552,Ozark,,,"Nominated for five Emmys, including Outstanding Lead Actor in a Drama Series (Jason Bateman, who plays Marty Byrde).","A financial adviser drags his family from Chicago to the Missouri Ozarks, where he must launder $500 million in five years to appease a drug boss.","Jason Bateman, Laura Linney, Sofia Hublitz",16+ ,"Series, American Programmes, Crime Programmes, Drama Programmes",
80178726,Dope,,,,"Filmed from the perspectives of dealers, users and the police, this vivid series offers a bracing look at the war on drugs.",,16+ ,"Series, Documentary Programmes, American Programmes, Crime Programmes, Crime Documentaries, Documentaries",
80116922,Inside the World’s Toughest Prisons,,,,"Investigative journalists become voluntary inmates in the world's most volatile prisons, where intimidation and brutality rule.","Paul Connolly, Raphael Rowe",16+ ,"Series, Documentary Programmes, Crime Programmes, British Programmes, Crime Documentaries, Documentaries",
80066429,Ingobernable,Netflix,,"Kate del Castillo (""La Reina del Sur"") and Alberto Guerra (""El Señor de los Cielos"") lead this series' all-star cast.","The first lady of Mexico is a woman of conviction and ideals. But when she loses faith in her husband, she'll need all her strength to uncover the truth.","Kate del Castillo, Eréndira Ibarra, Alberto Guerra",16+ ,"Series, Mexican TV Programmes, Crime Programmes, Drama Programmes",
80202283,I AM A KILLER,,,,Death row inmates convicted of capital murder give a firsthand account of their crimes in this documentary series.,,16+ ,"Series, Documentary Programmes, Crime Programmes, British Programmes, Crime Documentaries, Documentaries, True Crime Documentaries",
80233221,Followers,,,,"After an aspiring actress hits it big thanks to a candid Instagram, her life intersects with many other Tokyo women as they follow their dreams.",,,"Series, Japanese Programmes, Asian Programmes, Drama Programmes",
80241410,Mixtape,,,,This romantic musical drama follows the love stories connecting an eclectic group of people in modern-day Los Angeles.,,,"Series, American Programmes, Drama Programmes",
80241474,Tijuana,,,,"When a prominent politician is murdered in cold blood, intrepid local journalists risk their lives to uncover the truth.",,,"Series, American Programmes, Drama Programmes",
80235864,Bodyguard,,,"Richard Madden (Ibiza, Game of Thrones) has the lead in this high-voltage, action-packed political thriller.","After helping thwart a terrorist attack, a war veteran is assigned to protect a politician who was a main proponent of the very conflict he fought in.","Richard Madden, Keeley Hawes, Gina McKee",16+ ,"Series, Crime Programmes, British Programmes, Drama Programmes, Mystery Programmes",
80109194,Shooter,,,,"A highly decorated ex-Marine sniper returns to action to foil an assassination plot targeting the president, but soon finds himself framed for murder.","Ryan Phillippe, Omar Epps, Cynthia Addai-Robinson",16+ ,"Series, TV Programmes based on Books, American Programmes, Crime Programmes, Action & Adventure Programmes, Drama Programmes",
80120485,The Mechanism,,,,A scandal erupts in Brazil during an investigation of alleged government corruption via oil and construction companies. Loosely inspired by true events.,"Selton Mello, Caroline Abras, Enrique Diaz",16+ ,"Series, Brazilian TV Programmes, Crime Programmes, Drama Programmes",
80081537,Suburra: Blood on Rome,Netflix,,,"In 2008, a fight over land in a seaside town near Rome spirals into a deadly battle between organized crime, corrupt politicians and the Vatican.","Alessandro Borghi, Giacomo Ferrara, Eduardo Valdarnini",16+ ,"Series, Italian TV Programmes, TV Programmes based on Books, Crime Programmes, Drama Programmes",
80150507,Cathedral of the Sea,,,"Based on Ildefonso Falcones's novel. Aitor Luna (""Arnau"") and Michelle Jenner (""Mar"") can also be seen in ""Paco's Men.""","In 14th-century Barcelona, a serf's determined climb to wealth and freedom incurs the disdain of the noble class and the suspicion of the Inquisition.","Aitor Luna, Daniel Grao, Michelle Jenner",16+ ,"Period Pieces, Series, Spanish TV Programmes, TV Programmes based on Books, Drama Programmes",
80100929,Cable Girls,Netflix,,Named Spain's best online show at the 2017 Ondas Awards. Blanca Suárez won a Platino Award for Best Actress in a series.,"In 1920s Madrid, four women at the National Telephone Company ring in revolution as they manage romance, friendship and the modern workplace.","Blanca Suárez, Nadia de Santiago, Ana Fernández",16+ ,"Series, Spanish TV Programmes, Award-winning TV Programmes, Romance Programmes, Drama Programmes",
80160935,The House of Flowers,,,"Manolo Caro also directed Cecilia Suárez (Paulina) and Juan Pablo Medina (Diego) in ""Tales of an Immoral Couple"" and ""Elvira.""","In this dark comedy, a wealthy matriarch tries to maintain her family's facade of perfection after her husband's mistress exposes their dirty secrets.","Verónica Castro, Aislinn Derbez, Cecilia Suárez",16+ ,"Series, Mexican TV Programmes, Drama Programmes, Comedy Programmes",
80992039,Two Catalonias,,,"Co-director Álvaro Longoria's 2012 film ""Sons of the Clouds"" won a Goya for Best Documentary.",Representatives from both the Catalonian and Spanish societies speak about the complexities of Catalonia's politics and the independentist movement.,,13+ ,"International Films, Spanish Films, Documentaries, Political Documentaries","Álvaro Longoria, Gerardo Olivares"
80214552,The Defiant Ones,Curtleigh ProductionsStanley Kramer Productions,United Artists,"This Grammy nominee for Best Music Film features interviews with Snoop Dogg, Ice Cube, Tom Petty, Bono and more.","Director Allen Hughes (""Menace II Society"") traces the rise of music legends Dr. Dre and Jimmy Iovine and chronicles their groundbreaking partnership.","Dr. Dre, Jimmy Iovine, Patti Smith",16+ ,"Music & Musicals, Music & Concert Documentaries, Series, Award-winning TV Programmes, Documentary Programmes, American Programmes, Documentaries, Critically-acclaimed Documentaries, Biographical Documentaries",Allen Hughes
80141782,Hip-Hop Evolution,,,"Hosted by rapper and broadcaster Shad, this documentary series won a Peabody Award and an International Emmy.","Interviews with influential MCs, DJs and moguls trace the genre's dynamic evolution from the 1970s through the 1990s in this documentary series.",Shad Kabango,16+ ,"Music & Musicals, Music & Concert Documentaries, Series, Canadian TV Programmes, Award-winning TV Programmes, Documentary Programmes, Documentaries, Critically-acclaimed Documentaries, Social & Cultural Documentaries",
80002537,Marvel's Luke Cage,Netflix,,Luke Cage made the list of top 100 comic book characters of all time as ranked by online entertainment powerhouse IGN.,"A hoodie-wearing, unbreakable ex-con fights to clear his name and save his neighborhood. He wasn't looking for a fight, but the people need a hero.","Mike Colter, Alfre Woodard, Rosario Dawson",16+ ,"Series, Award-winning TV Programmes, TV Programmes based on Comics, American Programmes, Crime Programmes, Action & Adventure Programmes, Drama Programmes",
80096984,Amateur,,,,"After he's recruited to an elite prep school, a 14-year-old basketball phenom is confronted by corruption and greed in amateur sports.","Michael Rainey Jr., Josh Charles, Brian White",16+ ,"Teen Films, Dramas, Independent Dramas, Sports Dramas, Sports Films, Independent Films",Ryan Koo
80218455,PINOCCHIO,,,,Oscar-winning filmmaker Guillermo del Toro reinvents the classic tale of the wooden puppet who dreams of becoming a real boy.,,,"Hollywood Films, Animation, Music & Musicals, Kids' Music, Children & Family Films, Films based on children's books",
80067522,First They Killed My Father,,,Angelina Jolie directs this unflinching true story based on the acclaimed book by Loung Ung.,A 5-year-old girl embarks on a harrowing quest for survival amid the sudden rise and terrifying reign of the Khmer Rouge in Cambodia.,"Sreymoch Sareum, Kompheak Phoeung, Socheata Sveng",16+ ,"Hollywood Films, Critically-acclaimed Films, Award-winning Films, Dramas, Biographical Dramas, Dramas based on real life, Military Dramas",Angelina Jolie
80175694,Mudbound,,,"Nominated for four Oscars, including Best Supporting Actress (Mary J. Blige), Best Screenplay and Best Cinematography.","Two Mississippi families -- one black, one white -- confront the brutal realities of prejudice, farming and friendship in a divided World War II era.","Carey Mulligan, Jason Clarke, Mary J. Blige",16+ ,"Critically-acclaimed Films, Award-winning Films, Dramas, Dramas based on a book, Independent Dramas, Social Issue Dramas, Independent Films",Dee Rees
80041653,The Siege of Jadotville,,,,"Besieged by overwhelming enemy forces, Irish soldiers on a U.N. peacekeeping mission in Africa valiantly defend their outpost in this true story.","Jamie Dornan, Guillaume Canet, Emmanuelle Seigner",16+ ,"International Films, Action & Adventure, Action Thrillers, Military Action & Adventure, Dramas, Dramas based on a book, Dramas based on real life, Military Dramas",Richie Smyth
70301279,Imperial Dreams,Super Crispy Entertainment,Netflix,,"A young father returns home from jail eager to care for his son and become a writer, but crime, poverty and a flawed system threaten his plans.","John Boyega, Rotimi, Glenn Plummer",16+ ,"Hollywood Films, Critically-acclaimed Films, Award-winning Films, Dramas",Malik Vitthal
80068327,War Machine,,,"Brad Pitt and Anthony Michael Hall hit the battlefield in this dark comedy from the director of ""Animal Kingdom.""","When a proud general is tasked with winning an unpopular war, he takes the challenge head-on, not knowing that hubris may be his own worst enemy.","Brad Pitt, Topher Grace, Emory Cohen",16+ ,"Hollywood Films, Comedies, Dark Comedies, Dramas, Dramas based on a book, Dramas based on real life, Military Dramas, Political Dramas",David Michôd
80118916,Sand Castle,,,"""Sand Castle"" star Nicholas Hoult also appeared in the ""X-Men"" film series and ""Mad Max: Fury Road.""","After the invasion of Iraq in 2003, a reluctant soldier's platoon is dispatched on a dangerous mission to repair a hostile village's water system.","Nicholas Hoult, Logan Marshall-Green, Henry Cavill",16+ ,"British Films, Action & Adventure, Military Action & Adventure, Dramas, Dramas based on real life, Military Dramas, Independent Dramas, Independent Films, Independent Action & Adventure",Fernando Coimbra
80203094,City of Joy,,,"One of the film's subjects, gynecologist and activist Dr. Denis Mukwege, received a Nobel Peace Prize in 2018.","Women who've been sexually brutalized in war-torn Congo begin to heal at City of Joy, a center that helps them regain a sense of self and empowerment.",,16+ ,"Crime Films, Crime Documentaries, Documentaries",Madeleine Gavin
